shop_name,shop_type,shop_earliest_date_recorded,shop_soa_revenue_Yesterday,shop_soa_revenue_per_day_Yesterday,shop_affiliate_revenue_Yesterday,shop_affiliate_revenue_per_day_Yesterday,shop_soa_revenue_share_Yesterday,shop_aff_revenue_share_Yesterday,shop_mall_revenue_share_Yesterday,shop_soa_revenue_Last 7 Days,shop_soa_revenue_per_day_Last 7 Days,shop_affiliate_revenue_Last 7 Days,shop_affiliate_revenue_per_day_Last 7 Days,shop_soa_revenue_share_Last 7 Days,shop_aff_revenue_share_Last 7 Days,shop_mall_revenue_share_Last 7 Days,shop_soa_revenue_Last 30 Days,shop_soa_revenue_per_day_Last 30 Days,shop_affiliate_revenue_Last 30 Days,shop_affiliate_revenue_per_day_Last 30 Days,shop_soa_revenue_share_Last 30 Days,shop_aff_revenue_share_Last 30 Days,shop_mall_revenue_share_Last 30 Days,shop_soa_revenue_Last 90 Days,shop_soa_revenue_per_day_Last 90 Days,shop_affiliate_revenue_Last 90 Days,shop_affiliate_revenue_per_day_Last 90 Days,shop_soa_revenue_share_Last 90 Days,shop_aff_revenue_share_Last 90 Days,shop_mall_revenue_share_Last 90 Days,shop_soa_revenue_Last 180 Days,shop_soa_revenue_per_day_Last 180 Days,shop_affiliate_revenue_Last 180 Days,shop_affiliate_revenue_per_day_Last 180 Days,shop_soa_revenue_share_Last 180 Days,shop_aff_revenue_share_Last 180 Days,shop_mall_revenue_share_Last 180 Days
Wiggins Hair,BRAND,08/01/2023,$13.77k,$1.60k Per Day,$5.30k,$5.30k Per Day,(11.61%),(38.51%),(49.88%),$73.99k,$1.33k Per Day,$41.80k,$5.97k Per Day,(12.63%),(56.5%),(30.88%),$315.14k,$1.17k Per Day,$231.95k,$7.73k Per Day,(11.16%),(73.6%),(15.24%),$3.72m,$1.45k Per Day,$660.28k,$7.34k Per Day,(3.51%),(17.75%),(78.74%),$4.76m,$989.27 Per Day,$1.53m,$8.52k Per Day,(3.74%),(32.2%),(64.06%)
Miracle Moo,BRAND,10/08/2023,$9.50k,$0.00 Per Day,$9.50k,$9.50k Per Day,(0%),(100%),(0%),$43.70k,$0.00 Per Day,$43.70k,$6.24k Per Day,(0%),(100%),(0%),$305.55k,$0.00 Per Day,$305.12k,$10.17k Per Day,(0%),(99.86%),(0.14%),$1.38m,$0.00 Per Day,$1.35m,$15.04k Per Day,(0%),(98.1%),(1.9%),$2.01m,$0.00 Per Day,$1.89m,$10.48k Per Day,(0%),(93.91%),(6.09%)
SYT Audio Store,BRAND,09/20/2023,$11.79k,$1.13k Per Day,$10.66k,$10.66k Per Day,(9.58%),(90.42%),(0%),$72.80k,$2.70k Per Day,$53.88k,$7.70k Per Day,(25.97%),(74.02%),(0.01%),$312.67k,$4.63k Per Day,$173.53k,$5.78k Per Day,(44.38%),(55.5%),(0.12%),$414.97k,$2.05k Per Day,$204.68k,$2.27k Per Day,(44.53%),(49.32%),(6.15%),$844.28k,$1.03k Per Day,$562.38k,$3.12k Per Day,(21.89%),(66.61%),(11.5%)
SupeRun Shop,BRAND,10/11/2023,$3.10k,$0.00 Per Day,$2.54k,$2.54k Per Day,(0%),(81.99%),(18.01%),$47.37k,$34.14 Per Day,$46.40k,$6.63k Per Day,(0.5%),(97.94%),(1.56%),$298.36k,$50.90 Per Day,$288.30k,$9.61k Per Day,(0.51%),(96.63%),(2.86%),$957.75k,$89.84 Per Day,$861.62k,$9.57k Per Day,(0.84%),(89.96%),(9.19%),$3.56m,$102.31 Per Day,$3.32m,$18.43k Per Day,(0.52%),(93.31%),(6.17%)
Todlabe,RETAILER,12/22/2023,$1.29k,$0.00 Per Day,$1.29k,$1.29k Per Day,(0%),(100%),(0%),$22.89k,$0.00 Per Day,$22.89k,$3.27k Per Day,(0%),(100%),(0%),$304.16k,$0.00 Per Day,$279.09k,$9.30k Per Day,(0%),(91.76%),(8.24%),$503.34k,$0.00 Per Day,$436.42k,$4.85k Per Day,(0%),(86.71%),(13.29%),$517.83k,$0.00 Per Day,$448.32k,$2.49k Per Day,(0%),(86.58%),(13.42%)
SweetSweat,BRAND,01/01/2024,$8.65k,$0.00 Per Day,$8.22k,$8.22k Per Day,(0%),(94.95%),(5.05%),$62.67k,$0.00 Per Day,$61.36k,$8.77k Per Day,(0%),(97.91%),(2.09%),$301.43k,$0.80 Per Day,$297.10k,$9.90k Per Day,(0.01%),(98.56%),(1.43%),$524.41k,$20.53 Per Day,$487.96k,$5.42k Per Day,(0.35%),(93.05%),(6.6%),$569.78k,$13.29 Per Day,$518.58k,$2.88k Per Day,(0.42%),(91.01%),(8.57%)
Kullavik,RETAILER,03/23/2024,$8.95k,$0.00 Per Day,$8.95k,$8.95k Per Day,(0%),(100%),(0%),$70.03k,$24.14 Per Day,$69.86k,$9.98k Per Day,(0.24%),(99.76%),(0%),$297.06k,$32.53 Per Day,$294.58k,$9.82k Per Day,(0.33%),(99.17%),(0.51%),$1.06m,$165.46 Per Day,$980.96k,$10.90k Per Day,(1.4%),(92.29%),(6.31%),$2.33m,$89.17 Per Day,$1.99m,$11.91k Per Day,(0.64%),(85.32%),(14.05%)
BLAVOR ENERGY,RETAILER,12/29/2023,$8.20k,$0.00 Per Day,$8.20k,$8.20k Per Day,(0%),(100%),(0%),$58.29k,$0.00 Per Day,$57.39k,$8.20k Per Day,(0%),(98.46%),(1.54%),$298.76k,$0.00 Per Day,$284.48k,$9.48k Per Day,(0%),(95.22%),(4.78%),$617.39k,$0.00 Per Day,$586.80k,$6.52k Per Day,(0%),(95.05%),(4.95%),$914.33k,$0.00 Per Day,$877.45k,$4.87k Per Day,(0%),(95.97%),(4.03%)
BDHOME,RETAILER,11/26/2023,$8.71k,$0.00 Per Day,$8.71k,$8.71k Per Day,(0%),(100%),(0%),$89.76k,$70.54 Per Day,$89.04k,$12.72k Per Day,(0.55%),(99.19%),(0.26%),$305.73k,$16.46 Per Day,$297.92k,$9.93k Per Day,(0.16%),(97.45%),(2.39%),$655.41k,$5.49 Per Day,$637.01k,$7.08k Per Day,(0.08%),(97.19%),(2.73%),$964.03k,$2.74 Per Day,$914.94k,$5.08k Per Day,(0.05%),(94.91%),(5.04%)
VivoNu offical,RETAILER,02/29/2024,$28.69k,$0.00 Per Day,$10.68k,$10.68k Per Day,(0%),(37.22%),(62.78%),$156.49k,$0.00 Per Day,$90.30k,$12.90k Per Day,(0%),(57.7%),(42.3%),$323.43k,$0.00 Per Day,$210.19k,$7.01k Per Day,(0%),(64.99%),(35.01%),$2.02m,$0.00 Per Day,$1.43m,$15.94k Per Day,(0%),(71.06%),(28.94%),$3.44m,$0.00 Per Day,$2.53m,$14.05k Per Day,(0%),(73.57%),(26.43%)
SEESII Tools,BRAND,11/10/2023,$9.52k,$0.00 Per Day,$9.35k,$9.35k Per Day,(0%),(98.27%),(1.73%),$90.84k,$52.42 Per Day,$88.82k,$12.69k Per Day,(0.4%),(97.78%),(1.81%),$296.35k,$68.97 Per Day,$284.87k,$9.50k Per Day,(0.7%),(96.13%),(3.17%),$1.07m,$329.39 Per Day,$912.81k,$10.14k Per Day,(2.77%),(85.32%),(11.91%),$1.68m,$226.80 Per Day,$1.39m,$7.70k Per Day,(2.43%),(82.56%),(15.01%)
Rosabella Supps,RETAILER,04/17/2024,$8.00k,$0.00 Per Day,$8.00k,$8.00k Per Day,(0%),(100%),(0%),$99.76k,$0.00 Per Day,$99.68k,$14.24k Per Day,(0%),(99.92%),(0.08%),$308.32k,$0.00 Per Day,$308.24k,$10.27k Per Day,(0%),(99.97%),(0.03%),$934.48k,$0.00 Per Day,$857.38k,$9.53k Per Day,(0%),(91.75%),(8.25%),$1.14m,$0.00 Per Day,$1.05m,$7.41k Per Day,(0%),(92.52%),(7.48%)
Acquco,RETAILER,07/25/2023,$16.55k,$0.00 Per Day,$15.30k,$15.30k Per Day,(0%),(92.44%),(7.56%),$116.60k,$0.00 Per Day,$111.49k,$15.93k Per Day,(0%),(95.62%),(4.38%),$303.64k,$0.00 Per Day,$289.53k,$9.65k Per Day,(0%),(95.35%),(4.65%),$809.30k,$21.66 Per Day,$729.81k,$8.11k Per Day,(0.24%),(90.18%),(9.58%),$1.72m,$88.64 Per Day,$1.53m,$8.51k Per Day,(0.93%),(89.23%),(9.84%)
eufyOfficial,BRAND,08/21/2023,$5.18k,$2.85k Per Day,$2.33k,$2.33k Per Day,(54.94%),(45.06%),(0%),$56.01k,$4.24k Per Day,$24.39k,$3.48k Per Day,(52.95%),(43.55%),(3.51%),$282.59k,$3.03k Per Day,$161.16k,$5.37k Per Day,(32.18%),(57.03%),(10.79%),$1.65m,$1.98k Per Day,$1.12m,$12.39k Per Day,(10.77%),(67.54%),(21.69%),$3.21m,$987.70 Per Day,$2.41m,$13.40k Per Day,(5.55%),(75.25%),(19.21%)
holistic mamas shop,RETAILER,11/14/2023,$9.20k,$2.15k Per Day,$3.91k,$3.91k Per Day,(23.33%),(42.48%),(34.19%),$73.21k,$2.55k Per Day,$33.58k,$4.80k Per Day,(24.38%),(45.87%),(29.75%),$301.17k,$3.08k Per Day,$127.62k,$4.25k Per Day,(30.72%),(42.37%),(26.9%),$780.42k,$2.45k Per Day,$316.30k,$3.51k Per Day,(28.3%),(40.53%),(31.17%),$1.09m,$1.72k Per Day,$460.02k,$2.56k Per Day,(28.4%),(42.18%),(29.43%)
BAGSMART US,BRAND,07/25/2023,$3.77k,$916.57 Per Day,$2.83k,$2.83k Per Day,(24.29%),(75.03%),(0.68%),$48.10k,$2.46k Per Day,$30.14k,$4.31k Per Day,(35.83%),(62.67%),(1.5%),$279.21k,$3.37k Per Day,$172.47k,$5.75k Per Day,(36.25%),(61.77%),(1.98%),$811.75k,$3.10k Per Day,$493.61k,$5.48k Per Day,(34.42%),(60.81%),(4.78%),$1.20m,$1.80k Per Day,$778.21k,$4.32k Per Day,(27.04%),(65.06%),(7.9%)
SH Home Cleaning,RETAILER,11/14/2023,$11.54k,$0.00 Per Day,$5.24k,$5.24k Per Day,(0%),(45.39%),(54.61%),$96.91k,$0.00 Per Day,$64.50k,$9.21k Per Day,(0%),(66.56%),(33.44%),$301.37k,$0.00 Per Day,$208.63k,$6.95k Per Day,(0%),(69.23%),(30.77%),$888.61k,$0.00 Per Day,$667.94k,$7.42k Per Day,(0%),(75.17%),(24.83%),$1.49m,$0.00 Per Day,$1.07m,$5.92k Per Day,(0%),(71.43%),(28.57%)
VERYGEN,RETAILER,03/22/2024,$5.42k,$0.00 Per Day,$5.33k,$5.33k Per Day,(0%),(98.3%),(1.7%),$21.33k,$0.00 Per Day,$20.64k,$2.95k Per Day,(0%),(96.73%),(3.27%),$299.14k,$0.00 Per Day,$290.30k,$9.68k Per Day,(0%),(97.05%),(2.95%),$524.24k,$0.00 Per Day,$489.61k,$5.44k Per Day,(0%),(93.39%),(6.61%),$595.63k,$0.00 Per Day,$531.60k,$3.20k Per Day,(0%),(89.25%),(10.75%)
Sud Scrub,BRAND,07/21/2023,$6.89k,$3.00k Per Day,$3.89k,$3.89k Per Day,(43.55%),(56.45%),(0%),$58.93k,$5.02k Per Day,$23.75k,$3.39k Per Day,(59.65%),(40.3%),(0.04%),$288.82k,$6.03k Per Day,$102.48k,$3.42k Per Day,(62.64%),(35.48%),(1.87%),$1.22m,$9.86k Per Day,$249.31k,$2.77k Per Day,(72.85%),(20.47%),(6.68%),$1.95m,$7.06k Per Day,$545.20k,$3.03k Per Day,(65.16%),(27.96%),(6.88%)
COSORI Kitchen,BRAND,08/28/2023,$6.20k,$0.00 Per Day,$6.20k,$6.20k Per Day,(0%),(100%),(0%),$60.17k,$0.00 Per Day,$60.17k,$8.60k Per Day,(0%),(100%),(0%),$278.50k,$0.00 Per Day,$278.41k,$9.28k Per Day,(0%),(99.97%),(0.03%),$970.01k,$0.00 Per Day,$927.34k,$10.30k Per Day,(0%),(95.6%),(4.4%),$2.23m,$0.00 Per Day,$2.06m,$11.42k Per Day,(0%),(92.28%),(7.72%)
MEELITO,RETAILER,01/29/2024,$11.36k,$0.00 Per Day,$10.92k,$10.92k Per Day,(0%),(96.18%),(3.82%),$62.86k,$0.00 Per Day,$61.10k,$8.73k Per Day,(0%),(97.2%),(2.8%),$295.14k,$0.00 Per Day,$278.67k,$9.29k Per Day,(0%),(94.42%),(5.58%),$834.76k,$0.00 Per Day,$725.56k,$8.06k Per Day,(0%),(86.92%),(13.08%),$1.25m,$0.00 Per Day,$986.48k,$5.48k Per Day,(0%),(79.09%),(20.91%)
RENPHO,BRAND,09/02/2023,$9.85k,$0.00 Per Day,$9.16k,$9.16k Per Day,(0%),(92.96%),(7.04%),$78.57k,$0.00 Per Day,$74.20k,$10.60k Per Day,(0%),(94.44%),(5.56%),$288.35k,$0.00 Per Day,$259.57k,$8.65k Per Day,(0%),(90.02%),(9.98%),$881.10k,$0.00 Per Day,$754.75k,$8.39k Per Day,(0%),(85.66%),(14.34%),$2.27m,$0.00 Per Day,$2.01m,$11.17k Per Day,(0%),(88.5%),(11.5%)
BellaVitashop,BRAND,12/12/2023,$8.95k,$1.30k Per Day,$6.67k,$6.67k Per Day,(14.55%),(74.49%),(10.97%),$47.98k,$645.10 Per Day,$41.26k,$5.89k Per Day,(9.41%),(85.98%),(4.61%),$285.70k,$779.40 Per Day,$252.26k,$8.41k Per Day,(8.18%),(88.3%),(3.52%),$847.12k,$393.86 Per Day,$676.16k,$7.51k Per Day,(4.18%),(79.82%),(16%),$1.26m,$196.93 Per Day,$970.25k,$5.39k Per Day,(2.82%),(77.09%),(20.09%)
AGICEA,RETAILER,01/16/2024,$685.70,$0.00 Per Day,$676.20,$676.20 Per Day,(0%),(98.61%),(1.39%),$5.22k,$0.00 Per Day,$4.97k,$709.68 Per Day,(0%),(95.13%),(4.87%),$281.64k,$0.00 Per Day,$280.66k,$9.36k Per Day,(0%),(99.65%),(0.35%),$349.15k,$0.00 Per Day,$344.50k,$3.83k Per Day,(0%),(98.67%),(1.33%),$433.42k,$0.00 Per Day,$414.60k,$2.30k Per Day,(0%),(95.66%),(4.34%)
Creative Camera Shop,BRAND,10/02/2023,$6.14k,$0.00 Per Day,$6.05k,$6.05k Per Day,(0%),(98.58%),(1.42%),$48.39k,$0.00 Per Day,$43.21k,$6.17k Per Day,(0%),(89.3%),(10.7%),$257.72k,$0.00 Per Day,$242.93k,$8.10k Per Day,(0%),(94.26%),(5.74%),$2.63m,$0.00 Per Day,$2.28m,$25.28k Per Day,(0%),(86.38%),(13.62%),$6.55m,$0.00 Per Day,$6.13m,$34.05k Per Day,(0%),(93.52%),(6.48%)
Granitestone,BRAND,11/21/2023,$21.18k,$0.00 Per Day,$21.12k,$21.12k Per Day,(0%),(99.68%),(0.32%),$194.14k,$0.00 Per Day,$189.15k,$27.02k Per Day,(0%),(97.43%),(2.57%),$299.24k,$211.93 Per Day,$284.55k,$9.49k Per Day,(2.12%),(95.09%),(2.78%),$836.35k,$506.73 Per Day,$757.34k,$8.41k Per Day,(5.45%),(90.55%),(3.99%),$3.50m,$651.14 Per Day,$3.31m,$18.40k Per Day,(3.35%),(94.62%),(2.03%)
JWD Digital Direct,BRAND,04/06/2024,$612.81,$0.00 Per Day,$0.00,$0.00 Per Day,(0%),(0%),(100%),$2.26k,$0.00 Per Day,$664.04,$94.86 Per Day,(0%),(29.43%),(70.57%),$260.39k,$0.00 Per Day,$253.40k,$8.45k Per Day,(0%),(97.32%),(2.68%),$1.49m,$0.00 Per Day,$1.39m,$15.40k Per Day,(0%),(93.17%),(6.83%),$1.50m,$0.00 Per Day,$1.39m,$9.09k Per Day,(0%),(92.51%),(7.49%)
FEELSO,RETAILER,04/25/2024,$9.06k,$230.89 Per Day,$8.83k,$8.83k Per Day,(2.55%),(97.45%),(0%),$52.54k,$557.81 Per Day,$47.35k,$6.76k Per Day,(7.43%),(90.13%),(2.44%),$285.54k,$453.24 Per Day,$264.36k,$8.81k Per Day,(4.76%),(92.58%),(2.65%),$878.20k,$188.40 Per Day,$781.39k,$8.68k Per Day,(1.93%),(88.98%),(9.09%),$970.63k,$126.53 Per Day,$826.21k,$6.17k Per Day,(1.75%),(85.12%),(13.13%)
Powrui Shop,RETAILER,06/18/2024,$13.77k,$0.00 Per Day,$13.77k,$13.77k Per Day,(0%),(100%),(0%),$101.47k,$0.00 Per Day,$101.47k,$14.50k Per Day,(0%),(100%),(0%),$294.46k,$0.00 Per Day,$294.46k,$9.82k Per Day,(0%),(100%),(0%),$455.64k,$0.92 Per Day,$431.05k,$5.39k Per Day,(0.02%),(94.6%),(5.38%),$455.64k,$0.92 Per Day,$431.05k,$5.39k Per Day,(0.02%),(94.6%),(5.38%)
Lux Decor Collection,BRAND,12/23/2023,$4.79k,$0.00 Per Day,$4.72k,$4.72k Per Day,(0%),(98.38%),(1.62%),$67.18k,$0.00 Per Day,$64.83k,$9.26k Per Day,(0%),(96.5%),(3.5%),$278.60k,$0.00 Per Day,$269.04k,$8.97k Per Day,(0%),(96.57%),(3.43%),$648.33k,$0.00 Per Day,$601.70k,$6.69k Per Day,(0%),(92.81%),(7.19%),$1.01m,$0.00 Per Day,$831.13k,$4.62k Per Day,(0%),(81.98%),(18.02%)
Delzzad Jewelry,RETAILER,06/12/2024,$11.51k,$7.60k Per Day,$3.73k,$3.73k Per Day,(65.98%),(32.44%),(1.58%),$86.15k,$7.71k Per Day,$23.95k,$3.42k Per Day,(62.61%),(27.8%),(9.59%),$291.89k,$6.32k Per Day,$90.80k,$3.03k Per Day,(64.95%),(31.11%),(3.95%),$320.88k,$2.39k Per Day,$99.46k,$1.16k Per Day,(64.11%),(31%),(4.9%),$320.88k,$2.39k Per Day,$99.46k,$1.16k Per Day,(64.11%),(31%),(4.9%)
LIA Organics,RETAILER,08/28/2023,$6.70k,$0.00 Per Day,$6.21k,$6.21k Per Day,(0%),(92.73%),(7.27%),$56.83k,$0.00 Per Day,$51.96k,$7.42k Per Day,(0%),(91.42%),(8.58%),$265.73k,$0.00 Per Day,$253.99k,$8.47k Per Day,(0%),(95.58%),(4.42%),$704.72k,$0.00 Per Day,$603.41k,$6.70k Per Day,(0%),(85.62%),(14.38%),$1.03m,$0.00 Per Day,$879.62k,$4.89k Per Day,(0%),(85.49%),(14.51%)
Frost Buddy,BRAND,08/11/2023,$5.10k,$929.78 Per Day,$4.05k,$4.05k Per Day,(18.23%),(79.5%),(2.27%),$80.22k,$1.76k Per Day,$67.69k,$9.67k Per Day,(15.33%),(84.38%),(0.29%),$273.32k,$1.43k Per Day,$229.23k,$7.64k Per Day,(15.69%),(83.87%),(0.44%),$1.54m,$4.76k Per Day,$1.03m,$11.45k Per Day,(27.77%),(66.77%),(5.46%),$2.21m,$4.08k Per Day,$1.33m,$7.42k Per Day,(33.2%),(60.31%),(6.49%)
Elin & Co,RETAILER,08/27/2023,$5.77k,$950.82 Per Day,$4.73k,$4.73k Per Day,(16.47%),(81.89%),(1.64%),$44.30k,$1.73k Per Day,$29.30k,$4.19k Per Day,(27.34%),(66.15%),(6.51%),$273.66k,$2.45k Per Day,$166.05k,$5.54k Per Day,(26.85%),(60.68%),(12.48%),$1.02m,$2.13k Per Day,$673.29k,$7.48k Per Day,(18.73%),(65.82%),(15.44%),$1.81m,$2.23k Per Day,$960.70k,$5.34k Per Day,(22.27%),(53.21%),(24.53%)
Anastasia Beverly Hills,RETAILER,09/21/2023,$3.21k,$1.29k Per Day,$1.29k,$1.29k Per Day,(40.33%),(40.3%),(19.37%),$33.51k,$441.62 Per Day,$29.54k,$4.22k Per Day,(9.22%),(88.15%),(2.63%),$274.41k,$204.61 Per Day,$226.01k,$7.53k Per Day,(2.24%),(82.36%),(15.4%),$554.93k,$527.68 Per Day,$443.58k,$4.93k Per Day,(8.56%),(79.93%),(11.51%),$1.03m,$447.65 Per Day,$843.99k,$4.69k Per Day,(7.85%),(82.22%),(9.93%)
LMVVC,BRAND,03/13/2024,$7.63k,$0.00 Per Day,$7.63k,$7.63k Per Day,(0%),(100%),(0%),$86.43k,$0.00 Per Day,$85.88k,$12.27k Per Day,(0%),(99.37%),(0.63%),$272.43k,$0.00 Per Day,$262.70k,$8.76k Per Day,(0%),(96.43%),(3.57%),$1.03m,$0.00 Per Day,$890.75k,$9.90k Per Day,(0%),(86.64%),(13.36%),$1.09m,$0.00 Per Day,$898.84k,$5.08k Per Day,(0%),(82.65%),(17.35%)
QK BAG,RETAILER,08/05/2023,$8.03k,$0.00 Per Day,$5.69k,$5.69k Per Day,(0%),(70.83%),(29.17%),$50.49k,$0.00 Per Day,$38.59k,$5.51k Per Day,(0%),(76.42%),(23.58%),$268.67k,$0.00 Per Day,$230.73k,$7.69k Per Day,(0%),(85.88%),(14.12%),$830.31k,$0.00 Per Day,$632.20k,$7.02k Per Day,(0%),(76.14%),(23.86%),$1.34m,$0.00 Per Day,$957.31k,$5.32k Per Day,(0%),(71.59%),(28.41%)
New leaves,BRAND,08/26/2023,$21.94k,$0.00 Per Day,$21.53k,$21.53k Per Day,(0%),(98.12%),(1.88%),$114.96k,$0.00 Per Day,$111.96k,$15.99k Per Day,(0%),(97.39%),(2.61%),$287.98k,$0.00 Per Day,$272.98k,$9.10k Per Day,(0%),(94.79%),(5.21%),$601.53k,$0.00 Per Day,$526.25k,$5.85k Per Day,(0%),(87.49%),(12.51%),$929.78k,$0.00 Per Day,$759.06k,$4.22k Per Day,(0%),(81.64%),(18.36%)
Zhen Wei lighting,RETAILER,12/05/2023,$15.61k,$0.00 Per Day,$15.52k,$15.52k Per Day,(0%),(99.43%),(0.57%),$127.68k,$0.00 Per Day,$126.97k,$18.14k Per Day,(0%),(99.44%),(0.56%),$280.32k,$0.00 Per Day,$273.35k,$9.11k Per Day,(0%),(97.51%),(2.49%),$818.31k,$0.00 Per Day,$796.67k,$8.85k Per Day,(0%),(97.36%),(2.64%),$1.20m,$0.00 Per Day,$1.17m,$6.51k Per Day,(0%),(97.44%),(2.56%)
Bounce Curl,RETAILER,09/26/2023,$7.26k,$2.35k Per Day,$4.87k,$4.87k Per Day,(32.36%),(66.97%),(0.66%),$61.51k,$2.15k Per Day,$46.05k,$6.58k Per Day,(24.42%),(74.87%),(0.72%),$272.47k,$2.65k Per Day,$191.41k,$6.38k Per Day,(29.17%),(70.25%),(0.58%),$609.02k,$2.37k Per Day,$360.09k,$4.00k Per Day,(34.99%),(59.13%),(5.89%),$827.85k,$1.44k Per Day,$517.85k,$2.88k Per Day,(31.35%),(62.55%),(6.09%)
FanttikRide US,BRAND,05/21/2024,$7.43k,$0.00 Per Day,$7.43k,$7.43k Per Day,(0%),(100%),(0%),$62.94k,$0.00 Per Day,$62.57k,$8.94k Per Day,(0%),(99.41%),(0.59%),$263.96k,$0.00 Per Day,$262.19k,$8.74k Per Day,(0%),(99.33%),(0.67%),$470.55k,$0.00 Per Day,$407.19k,$4.52k Per Day,(0%),(86.53%),(13.47%),$475.47k,$0.00 Per Day,$411.31k,$3.81k Per Day,(0%),(86.51%),(13.49%)
Blue Waters,BRAND,07/25/2023,$16.54k,$323.74 Per Day,$149.60,$149.60 Per Day,(1.96%),(0.9%),(97.14%),$88.90k,$333.00 Per Day,$1.49k,$213.34 Per Day,(2.62%),(1.68%),(95.7%),$260.48k,$3.50k Per Day,$4.46k,$148.76 Per Day,(40.35%),(1.71%),(57.93%),$1.58m,$13.34k Per Day,$12.26k,$136.22 Per Day,(76.06%),(0.78%),(23.16%),$3.16m,$12.86k Per Day,$53.35k,$296.40 Per Day,(73.3%),(1.69%),(25.02%)
BOOMBA US,BRAND,03/25/2024,$9.16k,$114.00 Per Day,$9.04k,$9.04k Per Day,(1.24%),(98.76%),(0%),$32.05k,$41.70 Per Day,$31.12k,$4.45k Per Day,(0.91%),(97.09%),(2%),$267.33k,$84.16 Per Day,$258.25k,$8.61k Per Day,(0.94%),(96.6%),(2.45%),$740.85k,$48.52 Per Day,$591.97k,$6.58k Per Day,(0.59%),(79.9%),(19.51%),$1.13m,$26.46 Per Day,$922.77k,$5.59k Per Day,(0.39%),(81.85%),(17.76%)
Adjustment for leather,RETAILER,08/28/2023,$10.11k,$0.00 Per Day,$8.97k,$8.97k Per Day,(0%),(88.71%),(11.29%),$59.35k,$0.00 Per Day,$52.20k,$7.46k Per Day,(0%),(87.95%),(12.05%),$272.10k,$0.00 Per Day,$217.28k,$7.24k Per Day,(0%),(79.85%),(20.15%),$502.94k,$0.00 Per Day,$388.72k,$4.32k Per Day,(0%),(77.29%),(22.71%),$893.01k,$0.00 Per Day,$720.78k,$4.00k Per Day,(0%),(80.71%),(19.29%)
HOYALIVE,RETAILER,10/30/2023,$3.47k,$263.70 Per Day,$2.93k,$2.93k Per Day,(7.59%),(84.42%),(7.99%),$30.58k,$258.64 Per Day,$26.12k,$3.73k Per Day,(5.92%),(85.42%),(8.66%),$265.18k,$231.16 Per Day,$228.04k,$7.60k Per Day,(2.62%),(85.99%),(11.39%),$729.07k,$91.84 Per Day,$606.48k,$6.74k Per Day,(1.13%),(83.19%),(15.68%),$1.15m,$45.92 Per Day,$861.87k,$4.79k Per Day,(0.72%),(75.09%),(24.19%)
SPXUBZ,RETAILER,05/28/2024,$5.64k,$0.00 Per Day,$3.99k,$3.99k Per Day,(0%),(70.67%),(29.33%),$53.03k,$0.00 Per Day,$49.15k,$7.02k Per Day,(0%),(92.68%),(7.32%),$269.03k,$0.00 Per Day,$224.94k,$7.50k Per Day,(0%),(83.61%),(16.39%),$456.14k,$0.00 Per Day,$371.66k,$4.13k Per Day,(0%),(81.48%),(18.52%),$456.19k,$0.00 Per Day,$371.71k,$3.68k Per Day,(0%),(81.48%),(18.52%)
O Y S,BRAND,12/12/2023,$5.62k,$0.00 Per Day,$5.62k,$5.62k Per Day,(0%),(100%),(0%),$63.71k,$307.46 Per Day,$60.75k,$8.68k Per Day,(3.38%),(95.34%),(1.28%),$262.08k,$1.03k Per Day,$229.26k,$7.64k Per Day,(11.74%),(87.48%),(0.78%),$962.51k,$434.07 Per Day,$876.17k,$9.74k Per Day,(4.06%),(91.03%),(4.91%),$1.70m,$217.04 Per Day,$1.49m,$8.29k Per Day,(2.29%),(87.61%),(10.09%)
Paradise Card Breaks,RETAILER,07/23/2024,$71.62k,$5.31k Per Day,$0.00,$0.00 Per Day,(7.41%),(0%),(92.59%),$176.42k,$6.98k Per Day,$0.00,$0.00 Per Day,(27.71%),(0%),(72.29%),$325.09k,$4.98k Per Day,$404.98,$13.50 Per Day,(45.94%),(0.12%),(53.93%),$349.98k,$4.06k Per Day,$1.06k,$26.50 Per Day,(46.42%),(0.3%),(53.27%),$349.98k,$4.06k Per Day,$1.06k,$26.50 Per Day,(46.42%),(0.3%),(53.27%)
Zeagoo,BRAND,12/20/2023,$6.90k,$0.00 Per Day,$6.85k,$6.85k Per Day,(0%),(99.26%),(0.74%),$37.61k,$0.00 Per Day,$35.28k,$5.04k Per Day,(0%),(93.81%),(6.19%),$259.05k,$0.00 Per Day,$254.20k,$8.47k Per Day,(0%),(98.12%),(1.88%),$629.68k,$0.00 Per Day,$562.95k,$6.25k Per Day,(0%),(89.4%),(10.6%),$695.02k,$0.00 Per Day,$594.03k,$3.30k Per Day,(0%),(85.47%),(14.53%)
Doveic,RETAILER,03/08/2024,$3.34k,$0.00 Per Day,$3.34k,$3.34k Per Day,(0%),(100%),(0%),$26.14k,$762.48 Per Day,$19.95k,$2.85k Per Day,(20.42%),(76.31%),(3.27%),$249.48k,$2.22k Per Day,$178.80k,$5.96k Per Day,(26.65%),(71.67%),(1.68%),$483.17k,$940.14 Per Day,$383.54k,$4.26k Per Day,(17.51%),(79.38%),(3.11%),$497.12k,$470.07 Per Day,$386.14k,$2.15k Per Day,(17.02%),(77.68%),(5.3%)
