video_title,video_tags,video_music_info,video_publish_date,video_duration,video_advertising_information,video_earliest_date_recorded,video_views_yesterday,video_views_per_day_yesterday,item_sold_yesterday,item_sold_per_day_yesterday,video_revenue_yesterday,video_revenue_per_day_yesterday,video_new_followers_yesterday,video_new_followers_per_day_yesterday,video_ad_view_ratio_yesterday,video_ad_revenue_ratio_yesterday,video_ad_spend_yesterday,video_ad_roas_yesterday,video_views_last_7_days,video_views_per_day_last_7_days,item_sold_last_7_days,item_sold_per_day_last_7_days,video_revenue_last_7_days,video_revenue_per_day_last_7_days,video_new_followers_last_7_days,video_new_followers_per_day_last_7_days,video_ad_view_ratio_last_7_days,video_ad_revenue_ratio_last_7_days,video_ad_spend_last_7_days,video_ad_roas_last_7_days,video_views_last_30_days,video_views_per_day_last_30_days,item_sold_last_30_days,item_sold_per_day_last_30_days,video_revenue_last_30_days,video_revenue_per_day_last_30_days,video_new_followers_last_30_days,video_new_followers_per_day_last_30_days,video_ad_view_ratio_last_30_days,video_ad_revenue_ratio_last_30_days,video_ad_spend_last_30_days,video_ad_roas_last_30_days,video_views_last_90_days,video_views_per_day_last_90_days,item_sold_last_90_days,item_sold_per_day_last_90_days,video_revenue_last_90_days,video_revenue_per_day_last_90_days,video_new_followers_last_90_days,video_new_followers_per_day_last_90_days,video_ad_view_ratio_last_90_days,video_ad_revenue_ratio_last_90_days,video_ad_spend_last_90_days,video_ad_roas_last_90_days,video_views_last_180_days,video_views_per_day_last_180_days,item_sold_last_180_days,item_sold_per_day_last_180_days,video_revenue_last_180_days,video_revenue_per_day_last_180_days,video_new_followers_last_180_days,video_new_followers_per_day_last_180_days,video_ad_view_ratio_last_180_days,video_ad_revenue_ratio_last_180_days,video_ad_spend_last_180_days,video_ad_roas_last_180_days
Probando el cepillo alisador más viral 😳#hair,#cabello #cepilloviral #greenscreenvideo #hair #hairstraightener #hairstyle #tymo,original sound - anii.fflores,"May 22, 2024",3m 11s,No record of Advertising placement was found,05/23/2024,3.61k,3.61k Per Day,8,8 Per Day,$319.92,$319.92 Per Day,1.15k,1.15k Per Day,0%,0%,$0.00,0,45.49k,6.5k Per Day,92,13.14 Per Day,$3.85k,$549.58 Per Day,13k,1.86k Per Day,0%,0%,$0.00,0,746.45k,24.88k Per Day,1.37k,45.6 Per Day,$55.17k,$1.84k Per Day,93.03k,3.1k Per Day,0%,0%,$0.00,0,3.9m,43.34k Per Day,6.24k,69.33 Per Day,$221.35k,$2.46k Per Day,308.74k,3.43k Per Day,0%,0%,$0.00,0,7.46m,41.43k Per Day,10.5k,58.34 Per Day,$350.69k,$1.95k Per Day,449.22k,2.5k Per Day,0%,0%,$0.00,0
I bought at the wrong time,#dealsforyoudays #dresser #foryou #fyp #home #sale,original sound - ☆★,"Jul 11, 2024",10s,36 Days (2024-07-24 - 2024-09-04),07/11/2024,119.07k,119.07k Per Day,22,22 Per Day,$1.36k,$1.36k Per Day,2,2 Per Day,>90%,>90%,$1.12k,1.22,836.68k,119.53k Per Day,194,27.71 Per Day,$12.03k,$1.72k Per Day,70,10 Per Day,>90%,>90%,$9.59k,1.25,2.47m,82.45k Per Day,890,29.67 Per Day,$55.17k,$1.84k Per Day,229,7.63 Per Day,>90%,>90%,$40.72k,1.35,3.01m,33.47k Per Day,1.27k,14.07 Per Day,$78.48k,$871.99 Per Day,468,5.2 Per Day,>90%,82.46%,$45.11k,1.43,3.01m,16.73k Per Day,1.27k,7.03 Per Day,$78.48k,$436.00 Per Day,468,2.6 Per Day,>90%,82.46%,$45.11k,1.43
"This is definitely a red flag in relationships and needs to be addressed. Do not fall for the bate of arguing about word choice, exact definitions and fact checking. Instead bring light to this being a deflection from the original topic. The only way this dynamic can be healed and repaired is if the person with unhealed judgment wounds becomes aware of them, sees this as a defense mechanism and is motivated to heal and repair the relationship. Most of the time people who do this are completely unaware they are even deflecting. It’s subconscious. Awareness is everything. The Inner Work of Relationships can help, but only for couples and individuals who are actually ready to look at themselves and takd accountability for the unhealthy dynamics they bring into the relationship.",#couplescounseling #couplestherapy #couplestips #husbandwife #marriageadvice #marriageproblems #marriagetherapy #redflagsinrelationships #relationshipadvice #theinnerworkofrelationships,original sound - Mat & Ash,"May 29, 2024",5m 34s,22 Days (2024-07-17 - 2024-08-20),06/26/2024,10.84k,10.84k Per Day,210,210 Per Day,$3.57k,$3.57k Per Day,62,62 Per Day,0%,0%,$0.00,0,16.58k,2.37k Per Day,252,36 Per Day,$4.38k,$626.40 Per Day,540,77.14 Per Day,0%,0%,$0.00,0,346.11k,11.54k Per Day,2.84k,94.6 Per Day,$55.16k,$1.84k Per Day,20.02k,667.47 Per Day,51.87%,47.50%,$9.04k,2.9,1.04m,11.54k Per Day,6.58k,73.12 Per Day,$123.43k,$1.37k Per Day,29.53k,328.08 Per Day,51.61%,61.12%,$28.81k,2.62,1.04m,5.77k Per Day,6.58k,36.56 Per Day,$123.43k,$685.71 Per Day,29.53k,164.04 Per Day,51.61%,61.12%,$28.81k,2.62
Replying to @Cheyenne🪷 @diylash :style fairy 🎀,N/A,"May 2, 2024",N/A,N/A,N/A,05/02/2024,66.86k,66.86k Per Day,87,87 Per Day,$2.12k,$2.12k Per Day,11.06k,11.06k Per Day,0%,0%,$0.00,0,640.59k,91.51k Per Day,656,93.71 Per Day,$16.40k,$2.34k Per Day,74.51k,10.64k Per Day,0%,0%,$0.00,0,1.89m,63.1k Per Day,2.15k,71.63 Per Day,$54.85k,$1.83k Per Day,247.12k,8.24k Per Day,0%,0%,$0.00,0,5.48m,60.91k Per Day,7.96k,88.44 Per Day,$209.63k,$2.33k Per Day,407.62k,4.53k Per Day,14.83%,10.32%,$14.96k,1.45,12.4m,68.88k Per Day,12.26k,68.12 Per Day,$289.28k,$1.61k Per Day,521.52k,2.9k Per Day,59.67%,33.25%,$151.56k,0.63
$12😭😭😭 Stock up before they are back up to full price!!,#backtoschoolsale #fitness #foryou #fyp #godzillapre #godzillapreworkout #gym #gymtok #preworkout #preworkoutpowder #preworkoutvibes #ryseathlete #rysefuel #rysegodzilla #rysegodzillapreworkout #rysepre #rysesupplements #rysesupps #supplement #supplements #tiktokshop,original sound - chin14444,"Aug 6, 2024",13s,No record of Advertising placement was found,08/06/2024,888.24k,29.61k Per Day,1.06k,35.17 Per Day,$54.52k,$1.82k Per Day,88,2.93 Per Day,0%,0%,$0.00,0,2.32k,331 Per Day,3,0.43 Per Day,$145.32,$20.76 Per Day,4,0.57 Per Day,0%,0%,$0.00,0,888.24k,29.61k Per Day,1.06k,35.17 Per Day,$54.52k,$1.82k Per Day,88,2.93 Per Day,0%,0%,$0.00,0,888.24k,9.87k Per Day,1.06k,11.72 Per Day,$54.52k,$605.78 Per Day,88,0.98 Per Day,0%,0%,$0.00,0,888.24k,4.93k Per Day,1.06k,5.86 Per Day,$54.52k,$302.89 Per Day,88,0.49 Per Day,0%,0%,$0.00,0
Whoever thought of this was genuis! The little tyler bottles are linked below for $8 doll-hairs! ✨💅 i got it in 3 days too!#fyppppppppppppppppppppppp,#foryoupage #fyppppppppppppppppppppppp #hack #viral,original sound - Shayla ✨ SAH Ranch Mom,"Jul 29, 2024",58s,No record of Advertising placement was found,07/29/2024,9.78k,9.78k Per Day,22,22 Per Day,$682.00,$682.00 Per Day,67,67 Per Day,0%,0%,$0.00,0,60.57k,8.65k Per Day,222,31.71 Per Day,$6.81k,$972.74 Per Day,540,77.14 Per Day,0%,0%,$0.00,0,617.68k,20.59k Per Day,1.78k,59.17 Per Day,$54.19k,$1.81k Per Day,3.41k,113.73 Per Day,0%,0%,$0.00,0,1.2m,13.29k Per Day,2.87k,31.88 Per Day,$86.54k,$961.53 Per Day,4.51k,50.09 Per Day,0%,0%,$0.00,0,1.2m,6.65k Per Day,2.87k,15.94 Per Day,$86.54k,$480.77 Per Day,4.51k,25.04 Per Day,0%,0%,$0.00,0
You can't afford not to buy this!!,#dailydeals #fyp #heat #massage #massager #neckmassage #neckmassager #relief #stress #tiktokdeals #tiktokmadebuyit #tiktokmademe #tiktokshop #tiktokshopdeals #tiktokshopfinds #viral,original sound - officialhaileycunningham,"May 10, 2024",38s,16 Days (2024-06-10 - 2024-09-04),05/23/2024,92.62k,92.62k Per Day,104,104 Per Day,$3.12k,$3.12k Per Day,345,345 Per Day,>90%,>90%,$1.05k,2.96,1.02m,145.23k Per Day,1.12k,160 Per Day,$35.60k,$5.09k Per Day,1.67k,239 Per Day,>90%,>90%,$13.04k,2.73,1.51m,50.45k Per Day,1.68k,56 Per Day,$53.84k,$1.79k Per Day,5.14k,171.4 Per Day,67.18%,66.12%,$13.04k,2.73,4.69m,52.07k Per Day,6.99k,77.7 Per Day,$228.76k,$2.54k Per Day,13.62k,151.28 Per Day,49.76%,51.79%,$48.99k,2.42,11.47m,63.75k Per Day,16.4k,91.1 Per Day,$512.13k,$2.85k Per Day,21.25k,118.05 Per Day,20.32%,23.13%,$48.99k,2.42
@Comfrt,N/A,"Aug 6, 2024",N/A,N/A,N/A,08/06/2024,51.91k,51.91k Per Day,47,47 Per Day,$2.14k,$2.14k Per Day,5,5 Per Day,>90%,>90%,$675.69,3.17,236.85k,33.84k Per Day,273,39 Per Day,$12.90k,$1.84k Per Day,39,5.57 Per Day,>90%,>90%,$3.34k,3.87,753.09k,25.1k Per Day,1.15k,38.27 Per Day,$53.82k,$1.79k Per Day,240,8 Per Day,>90%,>90%,$17.28k,3.11,753.09k,8.37k Per Day,1.15k,12.76 Per Day,$53.82k,$597.97 Per Day,240,2.67 Per Day,>90%,>90%,$17.28k,3.11,753.09k,4.18k Per Day,1.15k,6.38 Per Day,$53.82k,$298.98 Per Day,240,1.33 Per Day,>90%,>90%,$17.28k,3.11
Happy kitty 😻,#fyp #fypage #fypシ゚viral #getyousome #prebiotics #probiotics #review #tiktokshop #trend #trending #viraltiktok #viralvideo #women,original sound - unpredictablej,"Jun 13, 2024",1m 2s,60 Days (2024-06-13 - 2024-09-04),06/13/2024,17.51k,17.51k Per Day,12,12 Per Day,$392.70,$392.70 Per Day,79,79 Per Day,>90%,>90%,$214.31,1.83,319.91k,45.7k Per Day,193,27.57 Per Day,$7.72k,$1.10k Per Day,567,81 Per Day,>90%,>90%,$4.55k,1.69,1.21m,40.35k Per Day,962,32.07 Per Day,$53.74k,$1.79k Per Day,3.03k,100.9 Per Day,>90%,>90%,$17.95k,2.99,1.78m,19.81k Per Day,1.57k,17.39 Per Day,$76.81k,$853.44 Per Day,6.23k,69.19 Per Day,>90%,>90%,$27.08k,2.81,1.78m,9.9k Per Day,1.57k,8.69 Per Day,$76.81k,$426.72 Per Day,6.23k,34.59 Per Day,>90%,>90%,$27.08k,2.81
Check your coupons for these cakes body covers!!!,#cakesbody #grippynotsticky #nipplecover #nobra #seemlesstops,original sound - Your bestie Ash 🩷,"Jul 22, 2024",11s,21 Days (2024-08-12 - 2024-09-04),07/22/2024,77.81k,77.81k Per Day,138,138 Per Day,$3.59k,$3.59k Per Day,6,6 Per Day,>90%,>90%,$1.78k,2.02,366.97k,52.42k Per Day,507,72.43 Per Day,$13.66k,$1.95k Per Day,18,2.57 Per Day,>90%,>90%,$9.94k,1.37,1.5m,49.92k Per Day,2k,66.73 Per Day,$53.74k,$1.79k Per Day,474,15.8 Per Day,71.57%,68.28%,$35.31k,1.04,2.71m,30.14k Per Day,3.47k,38.6 Per Day,$97.90k,$1.09k Per Day,815,9.06 Per Day,39.52%,37.48%,$35.31k,1.04,2.71m,15.07k Per Day,3.47k,19.3 Per Day,$97.90k,$543.88 Per Day,815,4.53 Per Day,39.52%,37.48%,$35.31k,1.04
These noodles are 🔥🔥🔥!!,#momofuku #noodles #ramen,original sound - tiredmama13,"Jul 23, 2024",1m 31s,No record of Advertising placement was found,07/23/2024,5.25k,5.25k Per Day,6,6 Per Day,$93.60,$93.60 Per Day,0,0 Per Day,0%,0%,$0.00,0,72.47k,10.35k Per Day,71,10.14 Per Day,$1.36k,$194.30 Per Day,21,3 Per Day,0%,0%,$0.00,0,2.22m,73.95k Per Day,2.76k,91.9 Per Day,$53.72k,$1.79k Per Day,978,32.6 Per Day,0%,0%,$0.00,0,4.33m,48.08k Per Day,5.67k,62.94 Per Day,$110.43k,$1.23k Per Day,978,10.87 Per Day,0%,0%,$0.00,0,4.33m,24.04k Per Day,5.67k,31.47 Per Day,$110.43k,$613.47 Per Day,978,5.43 Per Day,0%,0%,$0.00,0
@langehair I love this hair tool!,#brushdryer #hair #hairtok #hairtools #langehair #levolume #tiktokshopbacktoschool #viral,original sound - Reggaetón,"Aug 6, 2024",21s,1 Days (2024-08-18 - 2024-08-18),08/06/2024,1.23m,41.13k Per Day,1.07k,35.8 Per Day,$53.65k,$1.79k Per Day,777,25.9 Per Day,85.85%,84.54%,$16.98k,2.67,1.21k,172.14 Per Day,5,0.71 Per Day,$249.75,$35.68 Per Day,164,23.43 Per Day,0%,0%,$0.00,0,1.23m,41.13k Per Day,1.07k,35.8 Per Day,$53.65k,$1.79k Per Day,777,25.9 Per Day,85.85%,84.54%,$16.98k,2.67,1.23m,13.71k Per Day,1.07k,11.93 Per Day,$53.65k,$596.07 Per Day,777,8.63 Per Day,85.85%,84.54%,$16.98k,2.67,1.23m,6.86k Per Day,1.07k,5.97 Per Day,$53.65k,$298.04 Per Day,777,4.32 Per Day,85.85%,84.54%,$16.98k,2.67
just 5 more guys 😭🙏,N/A,"Aug 16, 2024",N/A,N/A,N/A,08/16/2024,72.28k,72.28k Per Day,20,20 Per Day,$1.80k,$1.80k Per Day,12,12 Per Day,0%,0%,$0.00,0,613.02k,87.57k Per Day,100,14.29 Per Day,$9.14k,$1.31k Per Day,71,10.14 Per Day,0%,0%,$0.00,0,2.04m,68.03k Per Day,621,20.7 Per Day,$53.61k,$1.79k Per Day,244,8.13 Per Day,0%,0%,$0.00,0,2.04m,22.68k Per Day,621,6.9 Per Day,$53.61k,$595.62 Per Day,244,2.71 Per Day,0%,0%,$0.00,0,2.04m,11.34k Per Day,621,3.45 Per Day,$53.61k,$297.81 Per Day,244,1.36 Per Day,0%,0%,$0.00,0
Hair growth is giving,#hairgoals #hairgrowth #hairgrowthtips #hairtok,Im In Love Im Obsessed Rihanna x Casa Di Remix,"Jul 13, 2024",13s,34 Days (2024-07-18 - 2024-08-28),07/13/2024,2.62k,2.62k Per Day,3,3 Per Day,$96.72,$96.72 Per Day,0,0 Per Day,0%,0%,$0.00,0,8.11k,1.16k Per Day,12,1.71 Per Day,$386.88,$55.27 Per Day,133,19 Per Day,0%,0%,$0.00,0,2.36m,78.63k Per Day,1.75k,58.4 Per Day,$53.60k,$1.79k Per Day,468,15.6 Per Day,>90%,>90%,$23.20k,2.27,4.64m,51.57k Per Day,3.22k,35.82 Per Day,$91.49k,$1.02k Per Day,720,8 Per Day,>90%,>90%,$48.79k,1.75,4.64m,25.78k Per Day,3.22k,17.91 Per Day,$91.49k,$508.25 Per Day,720,4 Per Day,>90%,>90%,$48.79k,1.75
life changing habit that you need,N/A,"Aug 20, 2024",N/A,N/A,N/A,08/20/2024,61.28k,61.28k Per Day,91,91 Per Day,$1.09k,$1.09k Per Day,34,34 Per Day,0%,0%,$0.00,0,993.65k,141.95k Per Day,1.56k,223 Per Day,$22.82k,$3.26k Per Day,293,41.86 Per Day,0%,0%,$0.00,0,2.99m,99.51k Per Day,3.88k,129.33 Per Day,$53.48k,$1.78k Per Day,934,31.13 Per Day,0%,0%,$0.00,0,2.99m,33.17k Per Day,3.88k,43.11 Per Day,$53.48k,$594.26 Per Day,934,10.38 Per Day,0%,0%,$0.00,0,2.99m,16.59k Per Day,3.88k,21.56 Per Day,$53.48k,$297.13 Per Day,934,5.19 Per Day,0%,0%,$0.00,0
,N/A,"Jul 25, 2024",N/A,N/A,N/A,07/27/2024,23.49k,23.49k Per Day,88,88 Per Day,$1.72k,$1.72k Per Day,27,27 Per Day,0%,0%,$0.00,0,56.96k,8.14k Per Day,311,44.43 Per Day,$6.04k,$862.77 Per Day,107,15.29 Per Day,0%,0%,$0.00,0,399.39k,13.31k Per Day,2.81k,93.63 Per Day,$53.48k,$1.78k Per Day,1.02k,33.93 Per Day,0%,0%,$0.00,0,460.61k,5.12k Per Day,2.81k,31.21 Per Day,$53.48k,$594.18 Per Day,1.08k,12.04 Per Day,0%,0%,$0.00,0,460.61k,2.56k Per Day,2.81k,15.61 Per Day,$53.48k,$297.09 Per Day,1.08k,6.02 Per Day,0%,0%,$0.00,0
These leggings holding my life and cellulite together,#beautyfinds #bestleggings #gymleggings #gymrat #hourglass #leggingsoftiktok #tiktokleggings #tiktokshopbacktoschool #workoutleggings,Feelin' Like,"Jul 31, 2024",8s,7 Days (2024-08-23 - 2024-08-30),07/31/2024,25.9k,25.9k Per Day,43,43 Per Day,$689.72,$689.72 Per Day,31,31 Per Day,0%,0%,$0.00,0,368.99k,52.71k Per Day,569,81.29 Per Day,$9.13k,$1.30k Per Day,556,79.43 Per Day,56.28%,58.17%,$3.66k,1.45,2.4m,80.07k Per Day,3.5k,116.77 Per Day,$53.44k,$1.78k Per Day,2.6k,86.67 Per Day,39.34%,40.84%,$17.73k,1.23,2.64m,29.38k Per Day,3.94k,43.79 Per Day,$59.23k,$658.15 Per Day,2.7k,30.04 Per Day,35.74%,36.84%,$17.73k,1.23,2.64m,14.69k Per Day,3.94k,21.89 Per Day,$59.23k,$329.07 Per Day,2.7k,15.02 Per Day,35.74%,36.84%,$17.73k,1.23
"Dont mind the red spot on my eye i poked myself. Anyway, this is the fairy kit by @uCoolMeLashes",#diylashextensions #lashclusters #lashmap #ucoolmelashes,now and forever,"Aug 1, 2024",10s,6 Days (2024-08-05 - 2024-08-30),08/02/2024,19.98k,19.98k Per Day,26,26 Per Day,$633.36,$633.36 Per Day,5,5 Per Day,0%,0%,$0.00,0,313.32k,44.76k Per Day,298,42.57 Per Day,$7.45k,$1.06k Per Day,76,10.86 Per Day,49.18%,46.96%,$2.12k,1.65,1.93m,64.36k Per Day,2.02k,67.33 Per Day,$53.38k,$1.78k Per Day,309,10.3 Per Day,47.14%,38.23%,$14.11k,1.45,2.38m,26.46k Per Day,2.48k,27.6 Per Day,$65.82k,$731.28 Per Day,309,3.43 Per Day,42.84%,34.96%,$15.82k,1.45,2.38m,13.23k Per Day,2.48k,13.8 Per Day,$65.82k,$365.64 Per Day,309,1.72 Per Day,42.84%,34.96%,$15.82k,1.45
Replying to @kjjjjkkkjjkkjjjk $19 for a drying towle is stupid 😂,#blackline #cardryingtowel #carwash #detailing #flashsale #summer,original sound - themrusa,"Jul 31, 2024",14s,27 Days (2024-08-01 - 2024-09-04),07/31/2024,87.74k,87.74k Per Day,54,54 Per Day,$2.00k,$2.00k Per Day,5,5 Per Day,>90%,>90%,$3.77k,0.53,568.07k,81.15k Per Day,381,54.43 Per Day,$14.09k,$2.01k Per Day,172,24.57 Per Day,>90%,>90%,$24.39k,0.58,2.92m,97.25k Per Day,1.43k,47.63 Per Day,$53.37k,$1.78k Per Day,1.09k,36.3 Per Day,>90%,>90%,$125.25k,0.43,3.77m,41.88k Per Day,2.07k,23 Per Day,$77.08k,$856.40 Per Day,1.09k,12.1 Per Day,>90%,>90%,$160.72k,0.47,3.77m,20.94k Per Day,2.07k,11.5 Per Day,$77.08k,$428.20 Per Day,1.09k,6.05 Per Day,>90%,>90%,$160.72k,0.47
Replying to @🕸️. A lot of people have told me that. Super blessed to be youthful 😁,#acne #acnetreatment #koreanskincare #skincare #skincareroutine #tiktokshop #ttshop,original sound - mssydneyy,"Jun 10, 2024",1m 55s,24 Days (2024-07-03 - 2024-07-28),07/02/2024,24.53k,24.53k Per Day,14,14 Per Day,$1.11k,$1.11k Per Day,160,160 Per Day,0%,0%,$0.00,0,220.62k,31.52k Per Day,216,30.86 Per Day,$17.06k,$2.44k Per Day,1.52k,217.29 Per Day,0%,0%,$0.00,0,789.52k,26.32k Per Day,670,22.33 Per Day,$52.92k,$1.76k Per Day,17.54k,584.67 Per Day,0%,0%,$0.00,0,4.39m,48.82k Per Day,3.26k,36.27 Per Day,$256.85k,$2.85k Per Day,44.22k,491.31 Per Day,76.69%,73.25%,$85.62k,2.2,4.39m,24.41k Per Day,3.26k,18.13 Per Day,$256.85k,$1.43k Per Day,44.22k,245.66 Per Day,76.69%,73.25%,$85.62k,2.2
,#eeuu🇺🇸 #foryoupage #fypage #home #usa #viral,original sound - NaturalSlimUSA,"Jul 10, 2024",1m 17s,20 Days (2024-08-11 - 2024-09-04),07/10/2024,39.79k,39.79k Per Day,61,61 Per Day,$1.81k,$1.81k Per Day,0,0 Per Day,>90%,>90%,$556.73,3.25,537.68k,76.81k Per Day,616,88 Per Day,$18.30k,$2.61k Per Day,59,8.43 Per Day,>90%,>90%,$9.64k,1.9,1.45m,48.36k Per Day,1.78k,59.37 Per Day,$52.90k,$1.76k Per Day,130,4.33 Per Day,>90%,>90%,$28.13k,1.88,1.45m,16.13k Per Day,1.78k,19.82 Per Day,$52.97k,$588.50 Per Day,328,3.64 Per Day,>90%,>90%,$28.13k,1.88,1.45m,8.06k Per Day,1.78k,9.91 Per Day,$52.97k,$294.25 Per Day,328,1.82 Per Day,>90%,>90%,$28.13k,1.88
mom i want to hear your story book. mom story book.,#books #family #familytime #motherhood,original sound - Keke_ke,"Aug 26, 2024",50s,No record of Advertising placement was found,08/26/2024,346.97k,346.97k Per Day,320,320 Per Day,$3.00k,$3.00k Per Day,365,365 Per Day,0%,0%,$0.00,0,6.23m,890.2k Per Day,3.87k,552.71 Per Day,$39.76k,$5.68k Per Day,4.76k,680.43 Per Day,0%,0%,$0.00,0,8.23m,274.41k Per Day,5.29k,176.27 Per Day,$52.63k,$1.75k Per Day,6.17k,205.63 Per Day,0%,0%,$0.00,0,8.23m,91.47k Per Day,5.29k,58.76 Per Day,$52.63k,$584.73 Per Day,6.17k,68.54 Per Day,0%,0%,$0.00,0,8.23m,45.74k Per Day,5.29k,29.38 Per Day,$52.63k,$292.37 Per Day,6.17k,34.27 Per Day,0%,0%,$0.00,0
Thing electric razor doesn’t disappoint!,#electricrazor #razor #viralelectricrazor,original sound - the.digital.cat,"Aug 2, 2024",30s,5 Days (2024-08-16 - 2024-08-20),08/02/2024,25.6k,25.6k Per Day,23,23 Per Day,$328.67,$328.67 Per Day,27,27 Per Day,0%,0%,$0.00,0,281.5k,40.21k Per Day,191,27.29 Per Day,$2.73k,$389.91 Per Day,557,79.57 Per Day,0%,0%,$0.00,0,4.67m,155.52k Per Day,4.23k,140.93 Per Day,$52.60k,$1.75k Per Day,5.1k,169.87 Per Day,22.45%,24.71%,$20.84k,0.62,6.99m,77.72k Per Day,7.05k,78.29 Per Day,$87.60k,$973.38 Per Day,5.66k,62.9 Per Day,14.98%,14.84%,$20.84k,0.62,6.99m,38.86k Per Day,7.05k,39.14 Per Day,$87.60k,$486.69 Per Day,5.66k,31.45 Per Day,14.98%,14.84%,$20.84k,0.62
"Neuro gum and nuero mints help me so much with focusing. They have natural caffeine, L-Theanine, and B vitamins. They’re a great healthy alternative to coffee and energy drinks. Even everyone on shark tank loves them!!!!",#brainfog #energyboost #energydrink #focus #neurogum #sharktank,Occult/Mystery/Horror Suspense(844669),"Jul 30, 2024",1m 42s,20 Days (2024-08-16 - 2024-09-04),07/30/2024,62.97k,62.97k Per Day,81,81 Per Day,$2.71k,$2.71k Per Day,304,304 Per Day,>90%,>90%,$881.18,3.07,285.42k,40.77k Per Day,195,27.86 Per Day,$6.43k,$919.27 Per Day,1.13k,161 Per Day,>90%,>90%,$4.74k,1.36,1.81m,60.24k Per Day,1.56k,51.83 Per Day,$52.46k,$1.75k Per Day,5.66k,188.5 Per Day,52.46%,46.08%,$18.29k,1.32,6.08m,67.53k Per Day,5.75k,63.83 Per Day,$166.01k,$1.84k Per Day,13.04k,144.9 Per Day,15.60%,14.56%,$18.29k,1.32,6.08m,33.76k Per Day,5.75k,31.92 Per Day,$166.01k,$922.30 Per Day,13.04k,72.45 Per Day,15.60%,14.56%,$18.29k,1.32
If its this good wirh grass i cant wait to see how well it works this fall with the leaves! 🌾🍂🧹,#backyard #clean #cleaning #dealsforyoudays #fyp #fypシ゚viral #grass #grasstok #lawn #lawncare #lawntok #outdoors #summer #tools #yard #yardwork,original sound - Kyle Hunter,"Jun 25, 2024",33s,8 Days (2024-08-28 - 2024-09-04),06/26/2024,1.32k,1.32k Per Day,2,2 Per Day,$309.98,$309.98 Per Day,4,4 Per Day,>90%,>90%,$48.53,6.39,17.77k,2.54k Per Day,19,2.71 Per Day,$3.03k,$433.47 Per Day,149,21.29 Per Day,>90%,>90%,$658.27,4.61,499.11k,16.64k Per Day,317,10.57 Per Day,$52.39k,$1.75k Per Day,2.67k,88.97 Per Day,4.26%,6.36%,$808.19,4.13,4.62m,51.29k Per Day,1.47k,16.31 Per Day,$170.10k,$1.89k Per Day,7.38k,82 Per Day,0.46%,1.96%,$808.19,4.13,4.62m,25.65k Per Day,1.47k,8.16 Per Day,$170.10k,$945.00 Per Day,7.38k,41 Per Day,0.46%,1.96%,$808.19,4.13
This set is literally less than $10,N/A,"Aug 4, 2024",N/A,N/A,N/A,08/04/2024,25.79k,25.79k Per Day,22,22 Per Day,$204.38,$204.38 Per Day,89,89 Per Day,0%,0%,$0.00,0,439.11k,62.73k Per Day,281,40.14 Per Day,$2.60k,$371.30 Per Day,398,56.86 Per Day,83.94%,78.99%,$14.00k,0.15,4.62m,154.05k Per Day,5.01k,167 Per Day,$52.37k,$1.75k Per Day,4.73k,157.63 Per Day,7.98%,3.92%,$14.00k,0.15,5.3m,58.88k Per Day,6.16k,68.44 Per Day,$64.38k,$715.30 Per Day,5.35k,59.43 Per Day,6.96%,3.19%,$14.00k,0.15,5.3m,29.44k Per Day,6.16k,34.22 Per Day,$64.38k,$357.65 Per Day,5.35k,29.72 Per Day,6.96%,3.19%,$14.00k,0.15
Replying to @yas yeaaaah shes a hairless cat for sure,#electricshaver #hairless #hairremoval #razorforwomen #shopdeals #smoothlegs,original sound - shoplikejcc,"May 12, 2024",1m 8s,1 Days (2024-07-02 - 2024-07-02),05/12/2024,8.49k,8.49k Per Day,16,16 Per Day,$335.84,$335.84 Per Day,42,42 Per Day,0%,0%,$0.00,0,218.54k,31.22k Per Day,404,57.71 Per Day,$12.36k,$1.77k Per Day,416,59.43 Per Day,0%,0%,$0.00,0,863.98k,28.8k Per Day,2.16k,72 Per Day,$52.29k,$1.74k Per Day,3.6k,120.03 Per Day,0%,0%,$0.00,0,14.65m,162.8k Per Day,10.3k,114.4 Per Day,$136.86k,$1.52k Per Day,5.11k,56.74 Per Day,70.11%,3.50%,$268.73k,0.02,14.68m,81.56k Per Day,10.3k,57.2 Per Day,$136.86k,$760.35 Per Day,10.05k,55.81 Per Day,69.97%,3.50%,$268.73k,0.02
I finally got the new yara SHE’S DEFINITELY A PERFECT 10 i even love her more than the original i can’t believe it‼️‼️‼️,#arabianperfume #candyperfume #lattafaperfumes #lattafayara #lattafayaracandy #newscents,Calm chill music(990569),"Aug 8, 2024",1m 45s,20 Days (2024-08-13 - 2024-09-04),08/08/2024,27.17k,27.17k Per Day,16,16 Per Day,$792.00,$792.00 Per Day,119,119 Per Day,>90%,>90%,$1.03k,0.77,318.85k,45.55k Per Day,180,25.71 Per Day,$8.91k,$1.27k Per Day,573,81.86 Per Day,>90%,>90%,$12.11k,0.74,1.33m,44.4k Per Day,1.06k,35.2 Per Day,$52.27k,$1.74k Per Day,1.75k,58.2 Per Day,>90%,>90%,$49.35k,1.03,1.33m,14.8k Per Day,1.06k,11.73 Per Day,$52.27k,$580.80 Per Day,1.75k,19.4 Per Day,>90%,>90%,$49.35k,1.03,1.33m,7.4k Per Day,1.06k,5.87 Per Day,$52.27k,$290.40 Per Day,1.75k,9.7 Per Day,>90%,>90%,$49.35k,1.03
